Sample Checking,ISIN,Ticker,Quantity,Name,Last ClosePrice,Takara UMD 0408 LCP,Currency,Takara UMD 0408 CCY, Listed Exchange ,Section,Takara Prim Exchange,Market Cap USD,Takara UMD 0408 CUR_MKT_CAP,CUR_MKT_CAP in USD Million, Equity Shares Outstanding Mio ,Takara UMD 0408 EQY_SH_OUT,EQY_SH_OUT IN MIL, vol_260d_cal ,Takara UMD 0416 vol_260d_calc,3M Volume,Takara UMD 0408  VOLUME_AVG_3M,Average Traded Value_3M (USD),Takara UMD 0408  AVG_DAILY_VALUE_TRADED_3M,AVG_DAILY_VALUE_TRADED_3M in USD,HC Formula (%),HC Bucketing (%),HC mcap (%),"HC Max(HCmcap,formula) (%)",Penny stock penalty (if any),Full Equity Financing,Equity Financing up to LP10, Market Value USD , Full Equity Collateral Value USD , Collateral Value USD 
,SE0000108656,ERICB SS,"22,000",ERICSSON LM-B SHS,56.14,,SEK,SEK, Stockholm ,#N/A Field Not Applicable,SS,,,," 3,082.40 ",,, 27.60 ,,"8,417,614",,,,,0.%,21.25%,21.25%,21.25%,#N/A,0%,0%, -   , -   , -   
,JP3802300008,9983 JP,900,FAST RETAILING CO LTD,46100,,JPY,, Tokyo ,Tokyo Prime,,"104,207 Million",,, 318.22 ,,, 27.15 ,,"1,504,117",,"432,370,429",,,13.32%,21.25%,21.25%,21.25%,21.25%,75%,75%," 275,901 "," 206,926 "," 206,926 "
,HK0388045442,388 HK,"28,000",HONG KONG EXCHANGES & CLEAR,242.4,224.6,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"38,554 Million",,," 1,267.84 ",,, 29.12 ,,"4,539,477",,"141,807,152",,,14.21%,21.25%,21.25%,21.25%,21.25%,75%,75%," 867,762 "," 650,821 "," 650,821 "
,IE00B53HP851,CUKX LN,"8,500",ISHARES CORE FTSE 100 ACC,14600,149.72,GBp,GBP, London ,#N/A Field Not Applicable,SE,"2,536 Million",,, 14.38 ,,, 11.96 ,,"10,000",,"1,734,364",,,7.37%,31.75%,21.25%,31.75%,31.75%,65%,65%," 1,575,073 "," 1,023,797 "," 1,023,797 "
,JP3143600009,8001 JP,"30,000",ITOCHU CORP,6469,,JPY,, Tokyo ,Tokyo Prime,,"74,092 Million",,," 1,584.89 ",,, 25.66 ,,"3,550,377",,"165,194,626",,,12.63%,21.25%,21.25%,21.25%,21.25%,75%,75%," 1,290,531 "," 967,898 "," 967,898 "
,BMG5697D1011,255 HK,"3,800,000",LUNG KEE BERMUDA HLDG LTD,1.32,1.14,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,107 Million,,, 631.68 ,,, 29.81 ,,"39,148",,"6,659",,,71.25%,100.%,73.75%,100.%,100.%,0%,0%," 641,309 ", -   , -   
,JP3027650005,1321 JP,"4,200",NF NIKKEI 225 ETF,41220,,JPY,, Tokyo ,Tokyo Investment Trust,,"78,519 Million",,, 263.61 ,,, 16.83 ,,"373,280",,"102,088,153",,,8.47%,21.25%,21.25%,21.25%,21.25%,75%,75%," 1,151,244 "," 863,433 "," 863,433 "
,JP3735400008,9432 JP,"270,000",NIPPON TELEGRAPH & TELEPHONE,180.9,,JPY,, Tokyo ,Tokyo Prime,,"118,465 Million",,," 90,550.32 ",,, 16.41 ,,"156,674,100",,"203,765,931",,,8.27%,21.25%,21.25%,21.25%,21.25%,75%,75%," 324,797 "," 243,598 "," 243,598 "
,FI0009000681,NOKIA FH,"62,000",NOKIA OYJ,3.227,,EUR,EUR, Helsinki ,#N/A Field Not Applicable,FH,"18,705 Million",,," 5,613.50 ",,, 29.04 ,,"12,930,520",,"43,734,740",,,14.17%,21.25%,21.25%,21.25%,31.75%,65%,65%," 217,071 "," 141,096 "," 141,096 "
,JP3420600003,1928 JP,"15,000",SEKISUI HOUSE LTD,3353,,JPY,, Tokyo ,Tokyo Prime,,"16,206 Million",,, 662.86 ,,, 19.25 ,,"2,968,665",,"70,680,293",,,9.63%,21.25%,21.25%,21.25%,21.25%,75%,75%," 334,453 "," 250,840 "," 250,840 "
,JP3358000002,7309 JT,"1,000",SHIMANO INC,22450,,JPY,, Tokyo ,Tokyo Prime,,"14,678 Million",,, 90.02 ,,, 29.60 ,,"285,247",,"43,479,057",,,14.43%,21.25%,21.25%,21.25%,21.25%,75%,75%," 149,288 "," 111,966 "," 111,966 "
,JP3571400005,8035 JP,"3,000",TOKYO ELECTRON LTD,36740,,JPY,, Tokyo ,Tokyo Prime,,"126,388 Million",,, 471.63 ,,, 37.19 ,,"4,006,973",,"910,554,638",,,17.78%,21.25%,21.25%,21.25%,21.25%,75%,75%," 732,943 "," 549,707 "," 549,707 "
,JP3027630007,1306 JP,"59,000",NEXT FUNDS TOPIX ETF,2849.5,,JPY,, Tokyo ,Tokyo Investment Trust,,"166,627 Million",,," 8,053.07 ",,, 15.07 ,,"1,984,670",,"37,944,393",,,7.62%,21.25%,21.25%,21.25%,21.25%,75%,75%," 1,117,971 "," 838,478 "," 838,478 "
,JP3633400001,7203 JP,"37,500",TOYOTA MOTOR CORP,3567,,JPY,, Tokyo ,Tokyo Prime,,"430,761 Million",,," 16,314.99 ",,, 27.81 ,,"34,782,940",,"785,105,252",,,13.61%,21.25%,21.25%,21.25%,21.25%,75%,75%," 889,497 "," 667,122 "," 667,122 "
,US90138F1021,TWLO US,"1,770",TWILIO INC - A,60.71,,USD,USD, New York ,#N/A Field Not Applicable,UN,"11,053 Million",,, 182.06 ,,, 48.42 ,,"3,402,874",,"222,970,560",,,22.49%,21.25%,26.5%,26.5%,26.5%,70%,70%," 107,457 "," 75,220 "," 75,220 "
,CNE1000002H1,939 HK,"308,679",CHINA CONSTRUCTION BANK-H,4.78,4.78,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"154,507 Million",,," 240,417.30 ",,, 24.08 ,,"302,025,200",,"180,835,616",,,11.9%,21.25%,21.25%,21.25%,21.25%,75%,75%," 188,645 "," 141,484 "," 141,484 "
,JP3672400003,7201 JP,"30,000",NISSAN MOTOR CO LTD,605.3,,JPY,, Tokyo ,Tokyo Prime,,"17,449 Million",,," 4,009.72 ",,, 36.20 ,,"31,929,020",,"131,060,277",,,17.35%,21.25%,21.25%,21.25%,21.25%,75%,75%," 120,754 "," 90,566 "," 90,566 "
,US02079K3059,GOOGL US,600,ALPHABET INC-CL A,147.68,,USD,USD, NASDAQ GS ,#N/A Field Not Applicable,UW,"1,840,990 Million",,," 5,893.00 ",,, 28.57 ,,"31,387,926",,"4,439,013,376",,,13.96%,21.25%,21.25%,21.25%,21.25%,75%,75%," 88,608 "," 66,456 "," 66,456 "
,US8522341036,SQ UN,708,BLOCK INC,80.86,,USD,USD, New York ,#N/A Field Not Applicable,UN,"49,785 Million",,, 555.18 ,,, 52.87 ,,"1,786,934",,"129,134,712",,,24.29%,21.25%,26.5%,26.5%,26.5%,70%,70%," 57,249 "," 40,074 "," 40,074 "
,HK0883013259,883 HK,"140,000",CNOOC LTD,17.46,19.04,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"112,912 Million",,," 44,576.76 ",,, 29.07 ,,"89,356,180",,"172,825,786",,,14.19%,21.25%,21.25%,21.25%,21.25%,75%,75%," 312,523 "," 234,392 "," 234,392 "
,JP3046410001,8986 JP,50,DAIWA SECURITIES LIVING INVE,103200,,JPY,, Tokyo ,Tokyo Investment Cert,,"1,835 Million",,, 2.41 ,,, 18.15 ,,"4,953",,"3,673,497",,,9.11%,31.75%,21.25%,31.75%,31.75%,65%,65%," 34,313 "," 22,303 "," 22,303 "
,JP3046400002,8985 JP,100,JAPAN HOTEL REIT INVESTMENT,77300,,JPY,, Tokyo ,Tokyo Investment Cert,,"2,595 Million",,, 4.64 ,,, 23.70 ,,"19,291",,"10,084,934",,,11.72%,31.75%,21.25%,31.75%,31.75%,65%,65%," 51,403 "," 33,412 "," 33,412 "
,HK0823032773,823 HK,"13,000",LINK REIT,36.2,#N/A,HKD,#N/A, Hong Kong ,#N/A Field Not Applicable,#N/A,"11,685 Million",,," 2,553.85 ",,, 26.00 ,,"8,769,295",,"44,560,294",,,12.79%,21.25%,21.25%,21.25%,21.25%,75%,75%," 60,167 "," 45,126 "," 45,126 "
,SG2C32962814,MINT SP,"95,000",MAPLETREE INDUSTRIAL TRUST,2.27,,SGD,#N/A, Singapore ,#N/A Field Not Applicable,#N/A,"4,652 Million",,," 2,834.06 ",,, 16.70 ,,"5,699,803",,"9,905,774",,,8.41%,31.75%,21.25%,31.75%,31.75%,65%,65%," 160,645 "," 104,419 "," 104,419 "
,US69608A1088,PLTR US,"1,900",PALANTIR TECHNOLOGIES INC-A,24,,USD,USD, New York ,#N/A Field Not Applicable,UN,"53,106 Million",,," 2,110.90 ",,, 68.68 ,,"71,354,664",,"1,543,171,072",,,30.33%,21.25%,31.75%,31.75%,31.75%,65%,65%," 45,600 "," 29,640 "," 29,640 "
,GB00BP6MXD84,SHEL LN,"7,000",SHELL PLC,2560.5,2765.5,GBp,GBp, London ,#N/A Field Not Applicable,LN,"200,619 Million",,," 6,443.17 ",,, 22.07 ,,"7,009,319",,"210,766,747",,,10.97%,21.25%,21.25%,21.25%,21.25%,75%,75%," 227,484 "," 170,613 "," 170,613 "
,US82846H2076,SSNT UR,"1,000",SILVERSUN TECHNOLOGIES INC,14.56,,USD,#N/A, NASDAQ CM ,#N/A Field Not Applicable,#N/A,77 Million,,, 5.32 ,,, 146.80 ,,"42,871",,"657,196",,,53.82%,100.%,58.%,100.%,100.%,0%,0%," 14,560 ", -   , -   
,JP3890350006,8316 JT,"1,000",SUMITOMO MITSUI FINANCIAL GR,8687,,JPY,, Tokyo ,Tokyo Prime,,"83,381 Million",,," 1,337.53 ",,, 27.08 ,,"7,836,590",,"437,385,444",,,13.28%,21.25%,21.25%,21.25%,21.25%,75%,75%," 57,767 "," 43,325 "," 43,325 "
,JP3105040004,8515 JP,"32,000",AIFUL CORP,406,,JPY,, Tokyo ,Tokyo Prime,,"1,459 Million",,, 484.62 ,,, 25.14 ,,"2,442,350",,"6,911,466",,,12.39%,31.75%,21.25%,31.75%,31.75%,65%,65%," 86,394 "," 56,156 "," 56,156 "
,JP3528600004,6366 JP,"10,225",CHIYODA CORP,392,,JPY,, Tokyo ,Tokyo Standard,,739 Million,,, 260.32 ,,, 27.35 ,,"1,830,178",,"4,730,002",,,13.41%,52.75%,21.25%,52.75%,52.75%,45%,45%," 26,654 "," 11,994 "," 11,994 "
,JP3217100001,8020 JP,"8,009",KANEMATSU CORP,2484,,JPY,, Tokyo ,Tokyo Prime,,"1,526 Million",,, 84.50 ,,, 22.35 ,,"356,265",,"5,885,680",,,11.1%,31.75%,21.25%,31.75%,31.75%,65%,65%," 132,294 "," 85,991 "," 85,991 "
,JP3663900003,2768 JP,"9,317",SOJITZ CORP,3972,,JPY,, Tokyo ,Tokyo Prime,,"6,450 Million",,, 225.00 ,,, 27.50 ,,"1,466,260",,"38,371,471",,,13.47%,21.25%,21.25%,21.25%,21.25%,75%,75%," 246,091 "," 184,568 "," 184,568 "
,JP3409400003,4203 JP,441,SUMITOMO BAKELITE CO LTD,8977,,JPY,, Tokyo ,Tokyo Prime,,"3,025 Million",,, 46.88 ,,, 27.73 ,,"185,560",,"10,604,821",,,13.58%,31.75%,21.25%,31.75%,31.75%,65%,65%," 26,326 "," 17,112 "," 17,112 "
,JP3449020001,5233 JP,"2,000",TAIHEIYO CEMENT CORP,3418,,JPY,, Tokyo ,Tokyo Prime,,"2,983 Million",,, 121.99 ,,, 24.72 ,,"468,315",,"10,321,316",,,12.2%,31.75%,21.25%,31.75%,31.75%,65%,65%," 45,458 "," 29,548 "," 29,548 "
,JP3579800008,5423 JP,"20,865",TOKYO STEEL MFG CO LTD,1674,,JPY,, Tokyo ,Tokyo Prime,,"1,902 Million",,, 155.06 ,,, 34.65 ,,"438,660",,"5,459,407",,,16.67%,31.75%,21.25%,31.75%,31.75%,65%,65%," 232,265 "," 150,972 "," 150,972 "
,JP3481800005,6367 JP,95,DAIKIN INDUSTRIES LTD,20195,,JPY,, Tokyo ,Tokyo Prime,,"43,317 Million",,, 293.11 ,,, 29.96 ,,"1,304,490",,"207,887,636",,,14.58%,21.25%,21.25%,21.25%,21.25%,75%,75%," 12,758 "," 9,568 "," 9,568 "
,JP3720800006,6471 JP,"25,558",NSK LTD,832.9,,JPY,, Tokyo ,Tokyo Prime,,"3,043 Million",,, 500.00 ,,, 25.63 ,,"1,930,857",,"11,055,442",,,12.62%,31.75%,21.25%,31.75%,31.75%,65%,65%," 141,556 "," 92,012 "," 92,012 "
,JP3502200003,8601 JP,"10,000",DAIWA SECURITIES GROUP INC,1131.5,,JPY,, Tokyo ,Tokyo Prime,,"13,073 Million",,," 1,569.38 ",,, 26.82 ,,"6,198,252",,"46,637,697",,,13.16%,21.25%,21.25%,21.25%,21.25%,75%,75%," 75,243 "," 56,432 "," 56,432 "
,JP3551500006,6902 JP,"13,960",DENSO CORP,2808,,JPY,, Tokyo ,Tokyo Prime,,"65,667 Million",,," 3,151.78 ",,, 27.63 ,,"12,346,360",,"211,550,830",,,13.53%,21.25%,21.25%,21.25%,21.25%,75%,75%," 260,671 "," 195,503 "," 195,503 "
,JP3818000006,6702 JP,"1,643",FUJITSU LIMITED,25130,,JPY,, Tokyo ,Tokyo Prime,,"37,705 Million",,, 207.11 ,,, 26.45 ,,"799,115",,"127,079,963",,,12.99%,21.25%,21.25%,21.25%,21.25%,75%,75%," 274,562 "," 205,921 "," 205,921 "
,JP3210200006,1812 JP,"17,875",KAJIMA CORP,3080,,JPY,, Tokyo ,Tokyo Prime,,"11,721 Million",,, 528.66 ,,, 28.33 ,,"1,914,300",,"37,326,999",,,13.85%,21.25%,21.25%,21.25%,21.25%,75%,75%," 366,106 "," 274,579 "," 274,579 "
,JP3047460005,1570 JP,"2,000",NF NIKKEI 225 LEVERAGED ETF,29550,,JPY,, Tokyo ,Tokyo Investment Trust,,"2,320 Million",,, 10.80 ,,, 33.52 ,,"6,011,674",,"1,091,781,737",,,16.17%,31.75%,21.25%,31.75%,31.75%,65%,65%," 393,004 "," 255,453 "," 255,453 "
,ID1000066400,TBMS IJ,"60,000",TEMBAGA MULIA SEMANAN TBK PT,905,,IDR,IDR, Indonesia ,#N/A Field Not Applicable,IJ,43 Million,,, 734.68 ,,, 62.88 ,,"230,214",,"19,672",,,29.01%,100.%,31.75%,100.%,100.%,0%,0%," 3,455 ", -   , -   
,CNE1000001Z5,3988 HK,"20,000,000",BANK OF CHINA LTD-H,3.2,3.22,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"159,769 Million",,," 83,622.28 ",,, 22.10 ,,"250,314,300",,"96,928,763",,,10.98%,21.25%,21.25%,21.25%,21.25%,75%,75%," 8,182,574 "," 6,136,930 "," 6,136,930 "
,SG1H44875935,CAH SP,"3,932,000",CAPALLIANZ HOLDINGS LTD,0.002,,SGD,SGD, Singapore ,#N/A Field Not Applicable,SP,12 Million,,," 8,552.54 ",,, 668.77 ,,"1,378,273",,"1,403",,,99.54%,100.%,100.%,100.%,100.%,0%,0%," 5,858 ", -   , -   
,SGXC16332337,CLAS SP,570,CAPITALAND ASCOTT TRUST,0.905,,SGD,#N/A, Singapore ,#N/A Field Not Applicable,#N/A,"2,496 Million",,," 3,776.05 ",,, 21.75 ,,"5,993,918",,"4,095,131",,,10.81%,31.75%,21.25%,31.75%,42.25%,55%,55%, 384 , 211 , 211 
,SG1M51904654,CICT SP,"11,546",CAPITALAND INTEGRATED COMMER,1.92,,SGD,#N/A, Singapore ,#N/A Field Not Applicable,#N/A,"9,256 Million",,," 6,671.73 ",,, 19.70 ,,"22,354,750",,"32,024,898",,,9.85%,21.25%,21.25%,21.25%,21.25%,75%,75%," 16,514 "," 12,385 "," 12,385 "
,SGXE62145532,CLI SP,"10,000",CAPITALAND INVESTMENT LTD/SI,2.67,,SGD,SGD, Singapore ,#N/A Field Not Applicable,SP,"9,811 Million",,," 5,077.96 ",,, 22.67 ,,"9,665,368",,"20,220,925",,,11.24%,21.25%,21.25%,21.25%,21.25%,75%,75%," 19,890 "," 14,917 "," 14,917 "
,SG1L01001701,DBS SP,17,DBS GROUP HOLDINGS LTD,34.9,,SGD,SGD, Singapore ,#N/A Field Not Applicable,SP,"65,707 Million",,," 2,585.47 ",,, 14.58 ,,"4,001,855",,"95,555,927",,,7.38%,21.25%,21.25%,21.25%,21.25%,75%,75%, 442 , 331 , 331 
,SGXC59097235,ELITE SP,"156,000",ELITE COMMERCIAL REIT,0.24,#N/A,GBP,#N/A, Singapore ,#N/A Field Not Applicable,#N/A,163 Million,,, 586.32 ,,, 46.00 ,,"148,269",,479,,,26.49%,100.%,26.5%,100.%,100.%,0%,0%, 475 , -   , -   
,KR7005380001,005380 KS,70,HYUNDAI MOTOR CO,242500,,KRW,KRW, Korea SE ,#N/A Field Not Applicable,KP,,,, 211.53 ,,, 26.85 ,,"1,266,889",,,,,0.%,21.25%,21.25%,21.25%,#N/A,0%,0%, -   , -   , -   
,US64110L1061,NFLX US,30,NETFLIX INC,618.39,,USD,USD, NASDAQ GS ,#N/A Field Not Applicable,UW,"267,614 Million",,, 432.76 ,,, 36.57 ,,"4,624,009",,"2,510,547,200",,,17.51%,21.25%,21.25%,21.25%,21.25%,75%,75%," 18,552 "," 13,914 "," 13,914 "
,SG1S04926220,OCBC SP,"9,000",OVERSEA-CHINESE BANKING CORP,13.36,,SGD,SGD, Singapore ,#N/A Field Not Applicable,SP,"43,654 Million",,," 4,495.33 ",,, 12.78 ,,"5,027,976",,"47,435,118",,,6.51%,21.25%,21.25%,21.25%,21.25%,75%,75%," 89,571 "," 67,178 "," 67,178 "
,SG1W45939194,STTF SP,"2,500",SPDR STRAITS TIMES INDEX ETF,3.174,,SGD,SGD, Singapore ,#N/A Field Not Applicable,SP,"1,084 Million",,, 469.35 ,,, 10.32 ,,"531,685",,"1,237,621",,,5.28%,31.75%,21.25%,31.75%,31.75%,65%,65%," 5,911 "," 3,842 "," 3,842 "
,US8552441094,SBUX UW,225,STARBUCKS CORP,91.01,,USD,USD, NASDAQ GS ,#N/A Field Not Applicable,UW,"103,042 Million",,," 1,132.20 ",,, 22.22 ,,"2,773,510",,"259,630,528",,,11.03%,21.25%,21.25%,21.25%,21.25%,75%,75%," 20,477 "," 15,358 "," 15,358 "
,SG1S18926810,SGREIT SP,"69,000",STARHILL GLOBAL REIT,0.475,,SGD,#N/A, Singapore ,#N/A Field Not Applicable,#N/A,779 Million,,," 2,259.01 ",,, 18.81 ,,"1,337,595",,"484,591",,,9.42%,52.75%,21.25%,52.75%,84.25%,15%,15%," 24,415 "," 3,662 "," 3,662 "
,US2546871060,DIS US,65,WALT DISNEY CO/THE,113.85,,USD,USD, New York ,#N/A Field Not Applicable,UN,"208,835 Million",,," 1,834.30 ",,, 27.90 ,,"12,375,387",,"1,251,431,936",,,13.65%,21.25%,21.25%,21.25%,21.25%,75%,75%," 7,400 "," 5,550 "," 5,550 "
,JP3422950000,3382 JP,"17,400",SEVEN & I HOLDINGS CO LTD,2144,,JPY,, Tokyo ,Tokyo Prime,,"41,081 Million",,," 2,633.23 ",,, 24.39 ,,"7,832,757",,"112,483,224",,,12.05%,21.25%,21.25%,21.25%,21.25%,75%,75%," 248,076 "," 186,057 "," 186,057 "
,JP3463000004,4502 JP,"6,200",TAKEDA PHARMACEUTICAL CO LTD,4361,,JPY,, Tokyo ,Tokyo Prime,,"49,772 Million",,," 1,582.41 ",,, 17.80 ,,"4,527,302",,"139,384,079",,,8.94%,21.25%,21.25%,21.25%,21.25%,75%,75%," 179,799 "," 134,849 "," 134,849 "
,JP3705200008,9201 JP,"24,000",JAPAN AIRLINES CO LTD,2797,,JPY,, Tokyo ,Tokyo Prime,,"8,888 Million",,, 437.14 ,,, 19.55 ,,"3,233,792",,"64,741,864",,,9.78%,21.25%,21.25%,21.25%,21.25%,75%,75%," 446,389 "," 334,792 "," 334,792 "
,JP3752900005,6178 JP,"123,000",JAPAN POST HOLDINGS CO LTD,1509,,JPY,, Tokyo ,Tokyo Prime,,"37,833 Million",,," 3,461.05 ",,, 22.54 ,,"8,641,960",,"86,346,505",,,11.19%,21.25%,21.25%,21.25%,21.25%,75%,75%," 1,234,253 "," 925,690 "," 925,690 "
,JP3174410005,3861 JP,"102,000",OJI HOLDINGS CORP,611.7,,JPY,, Tokyo ,Tokyo Prime,,"4,445 Million",,," 1,014.38 ",,, 22.53 ,,"7,255,844",,"29,852,920",,,11.18%,31.75%,21.25%,31.75%,31.75%,65%,65%," 414,905 "," 269,688 "," 269,688 "
,JP3866800000,6752 JP,"42,000",PANASONIC HOLDINGS CORP,1416,,JPY,, Tokyo ,Tokyo Prime,,"25,541 Million",,," 2,454.26 ",,, 30.12 ,,"9,817,707",,"99,623,680",,,14.66%,21.25%,21.25%,21.25%,21.25%,75%,75%," 395,478 "," 296,609 "," 296,609 "
,JP3435000009,6758 JP,"5,800",SONY GROUP CORP,13330,,JPY,, Tokyo ,Tokyo Prime,,"121,964 Million",,," 1,261.23 ",,, 25.64 ,,"3,951,802",,"387,273,080",,,12.62%,21.25%,21.25%,21.25%,21.25%,75%,75%," 514,124 "," 385,593 "," 385,593 "
,JP3322930003,3436 JP,"33,000",SUMCO CORP,2372,,JPY,, Tokyo ,Tokyo Prime,,"6,014 Million",,, 350.18 ,,, 26.11 ,,"6,144,020",,"102,031,180",,,12.84%,21.25%,21.25%,21.25%,21.25%,75%,75%," 520,521 "," 390,391 "," 390,391 "
,JP3783600004,9020 JP,"9,700",EAST JAPAN RAILWAY CO,8954,,JPY,, Tokyo ,Tokyo Prime,,"24,654 Million",,, 378.14 ,,, 18.36 ,,"1,189,423",,"74,137,869",,,9.21%,21.25%,21.25%,21.25%,21.25%,75%,75%," 577,562 "," 433,172 "," 433,172 "
,JP3385820000,6674 JP,"18,000",GS YUASA CORP,3020,,JPY,, Tokyo ,Tokyo Prime,,"2,184 Million",,, 100.45 ,,, 34.31 ,,"1,204,758",,"20,905,618",,,16.52%,31.75%,21.25%,31.75%,31.75%,65%,65%," 361,484 "," 234,965 "," 234,965 "
,JP3496400007,9433 JP,"5,000",KDDI CORP,4554,,JPY,, Tokyo ,Tokyo Prime,,"76,448 Million",,," 2,302.71 ",,, 17.35 ,,"5,057,274",,"168,239,457",,,8.72%,21.25%,21.25%,21.25%,21.25%,75%,75%," 151,416 "," 113,562 "," 113,562 "
,JP3898400001,8058 JP,"4,900",MITSUBISHI CORP,3420,,JPY,, Tokyo ,Tokyo Prime,,"103,552 Million",,," 4,179.02 ",,, 28.63 ,,"16,759,280",,"340,616,783",,,13.99%,21.25%,21.25%,21.25%,21.25%,75%,75%," 111,438 "," 83,578 "," 83,578 "
,JP3899600005,8802 JP,"10,000",MITSUBISHI ESTATE CO LTD,2576.5,,JPY,, Tokyo ,Tokyo Prime,,"25,817 Million",,," 1,324.29 ",,, 25.42 ,,"5,827,110",,"91,573,964",,,12.52%,21.25%,21.25%,21.25%,21.25%,75%,75%," 171,333 "," 128,499 "," 128,499 "
,NL0013654783,PRX NA,"12,424",PROSUS NV,27.315,,EUR,EUR, EN Amsterdam ,#N/A Field Not Applicable,NA,"72,389 Million",,," 2,577.42 ",,, 35.47 ,,"3,235,617",,"92,216,559",,,17.03%,21.25%,21.25%,21.25%,21.25%,75%,75%," 368,191 "," 276,143 "," 276,143 "
,JP3351600006,4911 JP,"7,200",SHISEIDO CO LTD,4223,,JPY,, Tokyo ,Tokyo Prime,,"12,176 Million",,, 400.00 ,,, 32.94 ,,"3,425,812",,"102,092,176",,,15.92%,21.25%,21.25%,21.25%,21.25%,75%,75%," 202,192 "," 151,644 "," 151,644 "
,JP3165000005,8630 JP,"3,000",SOMPO HOLDINGS INC,9176,,JPY,, Tokyo ,Tokyo Prime,,"22,197 Million",,, 330.16 ,,, 25.27 ,,"1,251,105",,"72,396,652",,,12.45%,21.25%,21.25%,21.25%,21.25%,75%,75%," 183,056 "," 137,292 "," 137,292 "
,JP3538400007,8841 JP,"9,000",TOC CO LTD,676,,JPY,, Tokyo ,Tokyo Standard,,465 Million,,, 93.85 ,,, 24.96 ,,"131,057",,"642,242",,,12.31%,63.25%,21.25%,63.25%,63.25%,35%,35%," 40,458 "," 14,160 "," 14,160 "
,JP3582600007,8804 JT,"2,800",TOKYO TATEMONO CO LTD,2215,,JPY,, Tokyo ,Tokyo Prime,,"3,574 Million",,, 209.17 ,,, 25.58 ,,"1,036,525",,"16,281,220",,,12.59%,31.75%,21.25%,31.75%,31.75%,65%,65%," 41,242 "," 26,807 "," 26,807 "
,SG1M77906915,CLAR SP,"70,080",CAPITALAND ASCENDAS REIT,2.66,,SGD,#N/A, Singapore ,#N/A Field Not Applicable,#N/A,"8,489 Million",,," 4,393.61 ",,, 19.02 ,,"12,531,150",,"25,698,446",,,9.53%,21.25%,21.25%,21.25%,21.25%,75%,75%," 138,865 "," 104,149 "," 104,149 "
,US81141R1005,SE US,366,SEA LTD-ADR,57.85,,USD,, New York ,#N/A Field Not Applicable,#N/A,"32,787 Million",,, 521.23 ,,, 65.35 ,,"7,609,302",,"338,186,848",,,29.1%,21.25%,31.75%,31.75%,31.75%,65%,65%," 21,173 "," 13,763 "," 13,763 "
,SG2D00968206,HPHT SP,"500,000",HUTCHISON PORT HOLDINGS TR-U,0.121,,USD,, Singapore ,#N/A Field Not Applicable,SP,"1,080 Million",,," 8,711.10 ",,, 27.35 ,,"5,205,415",,"737,870",,,13.4%,31.75%,21.25%,31.75%,42.25%,55%,55%," 60,500 "," 33,275 "," 33,275 "
,JP3914400001,6981 JT,"27,000",MURATA MANUFACTURING CO LTD,2904,,JPY,, Tokyo ,Tokyo Prime,,"42,409 Million",,," 2,027.44 ",,, 25.27 ,,"5,321,404",,"113,446,440",,,12.45%,21.25%,21.25%,21.25%,21.25%,75%,75%," 521,399 "," 391,049 "," 391,049 "
,JP3732000009,9434 JP,"20,000",SOFTBANK CORP,1977.5,,JPY,, Tokyo ,Tokyo Prime,,"69,835 Million",,," 4,798.96 ",,, 12.68 ,,"8,266,315",,"113,796,824",,,6.46%,21.25%,21.25%,21.25%,21.25%,75%,75%," 263,000 "," 197,250 "," 197,250 "
,SG2G02994595,PGNREIT SP,"18,768",PARAGON REIT,0.825,,SGD,, Singapore ,#N/A Field Not Applicable,#N/A,"1,682 Million",,," 2,841.86 ",,, 17.69 ,,"794,129",,"487,249",,,8.89%,31.75%,21.25%,31.75%,42.25%,55%,55%," 11,534 "," 6,344 "," 6,344 "
,SG1V61937297,SIA SP,"5,000",SINGAPORE AIRLINES LTD,6.36,,SGD,, Singapore ,#N/A Field Not Applicable,SP,"13,651 Million",,," 2,973.85 ",,, 22.08 ,,"6,073,219",,"29,333,106",,,10.97%,21.25%,21.25%,21.25%,21.25%,75%,75%," 23,689 "," 17,767 "," 17,767 "
,HK0880043028,880 HK,"58,788",SJM HOLDINGS LTD,2.33,2.49,HKD,HKD, Hong Kong ,#N/A Field Not Applicable,HK,"2,109 Million",,," 7,101.81 ",,, 32.37 ,,"8,429,636",,"2,548,376",,,15.66%,31.75%,21.25%,31.75%,31.75%,65%,65%," 17,513 "," 11,383 "," 11,383 "
,US9043111072,UAA US,"20,000",UNDER ARMOUR INC-CLASS A,7.23,,USD,, New York ,#N/A Field Not Applicable,UN,"3,081 Million",,, 188.80 ,,, 42.97 ,,"7,286,070",,"58,807,744",,,20.24%,31.75%,21.25%,31.75%,42.25%,55%,55%," 144,600 "," 79,530 "," 79,530 "
